lr-SGD/pg1,lr-SGD/pg2,step,val_loss,val_acc,epoch,scale0,scale1,scale2,scale3,l1_reg,scale_reg,loss,train_acc
,,7769,,,104,1.8560124635696411,0.38715285062789917,2.037079334259033,1.1037003993988037,0.0,1.3623552322387695,0.01857156492769718,0.9729729890823364
0.0001,0.001,7770,,,,,,,,,,,
,,7843,0.0630311369895935,0.9139072895050049,105,,,,,,,,
,,7843,,,105,1.8410197496414185,0.39785438776016235,2.0311577320098877,1.0772557258605957,0.0,1.3568401336669922,0.0438341423869133,0.9560810923576355
0.0001,0.001,7844,,,,,,,,,,,
,,7917,0.058622632175683975,0.9337748289108276,106,,,,,,,,
,,7917,,,106,1.8380658626556396,0.38795050978660583,2.0185067653656006,1.1339164972305298,0.0,1.3557487726211548,0.02706041932106018,0.9763513803482056
0.0001,0.001,7918,,,,,,,,,,,
,,7991,0.052657827734947205,0.9271523356437683,107,,,,,,,,
,,7991,,,107,1.826145887374878,0.3866174519062042,2.0062270164489746,1.1460437774658203,0.0,1.3513492345809937,0.024624940007925034,0.9662162065505981
0.0001,0.001,7992,,,,,,,,,,,
,,8065,0.0533338263630867,0.9337748289108276,108,,,,,,,,
,,8065,,,108,1.8208301067352295,0.3912770450115204,2.0058155059814453,1.1298633813858032,0.0,1.3493812084197998,0.03386019542813301,0.9391891956329346
0.0001,0.001,8066,,,,,,,,,,,
,,8139,0.05489284172654152,0.9337748289108276,109,,,,,,,,
,,8139,,,109,1.8169702291488647,0.39244240522384644,2.004300594329834,1.126901626586914,0.0,1.3479496240615845,0.02887706831097603,0.9560810923576355
0.0001,0.001,8140,,,,,,,,,,,
,,8213,0.04912438616156578,0.9470198750495911,110,,,,,,,,
,,8213,,,110,1.840745210647583,0.3818010091781616,2.0235307216644287,1.151649832725525,0.0,1.3567384481430054,0.0417330302298069,0.9459459185600281
0.0001,0.001,8214,,,,,,,,,,,
,,8287,0.04970858246088028,0.940397322177887,111,,,,,,,,
,,8287,,,111,1.8425222635269165,0.3873179852962494,2.032266616821289,1.1267385482788086,0.0,1.357394814491272,0.028660178184509277,0.9594594836235046
0.0001,0.001,8288,,,,,,,,,,,
,,8361,0.06052225083112717,0.9139072895050049,112,,,,,,,,
,,8361,,,112,1.8330962657928467,0.3978564441204071,2.0337419509887695,1.085116982460022,0.0,1.3539178371429443,0.0428386814892292,0.9324324131011963
0.0001,0.001,8362,,,,,,,,,,,
,,8435,0.05007268115878105,0.9470198750495911,113,,,,,,,,
,,8435,,,113,1.819784164428711,0.4014604687690735,2.025573968887329,1.0746979713439941,0.0,1.3489935398101807,0.017758527770638466,0.9763513803482056
0.0001,0.001,8436,,,,,,,,,,,
,,8509,0.05396371707320213,0.9337748289108276,114,,,,,,,,
,,8509,,,114,1.8260387182235718,0.40094447135925293,2.0336437225341797,1.0722678899765015,0.0,1.3513097763061523,0.031133664771914482,0.9527027010917664
0.0001,0.001,8510,,,,,,,,,,,
,,8583,0.0628039613366127,0.9337748289108276,115,,,,,,,,
,,8583,,,115,1.8262935876846313,0.3985287547111511,2.0328423976898193,1.0823948383331299,0.0,1.351402997970581,0.031167687848210335,0.9459459185600281
0.0001,0.001,8584,,,,,,,,,,,
,,8657,0.056940577924251556,0.940397322177887,116,,,,,,,,
,,8657,,,116,1.8166613578796387,0.406160831451416,2.0313804149627686,1.0606143474578857,0.0,1.3478354215621948,0.03295773267745972,0.9493243098258972
0.0001,0.001,8658,,,,,,,,,,,
,,8731,0.05257311090826988,0.9271523356437683,117,,,,,,,,
,,8731,,,117,1.818660855293274,0.3982818126678467,2.026182174682617,1.0880876779556274,0.0,1.3485771417617798,0.030831972137093544,0.9662162065505981
0.0001,0.001,8732,,,,,,,,,,,
,,8805,0.05246150121092796,0.9337748289108276,118,,,,,,,,
,,8805,,,118,1.8057228326797485,0.4003487825393677,2.0154263973236084,1.0861588716506958,0.0,1.3437702655792236,0.03283539414405823,0.962837815284729
0.0001,0.001,8806,,,,,,,,,,,
,,8879,0.05308431014418602,0.9271523356437683,119,,,,,,,,
,,8879,,,119,1.7969040870666504,0.4031517803668976,2.010331630706787,1.0781116485595703,0.0,1.3404864072799683,0.0197991244494915,0.9831081032752991
0.0001,0.001,8880,,,,,,,,,,,
,,8953,0.04895525798201561,0.9470198750495911,120,,,,,,,,
,,8953,,,120,1.8044394254684448,0.3964345157146454,2.012584686279297,1.0965770483016968,0.0,1.3432934284210205,0.03770000860095024,0.9391891956329346
0.0001,0.001,8954,,,,,,,,,,,
,,9027,0.0621180422604084,0.9271523356437683,121,,,,,,,,
,,9027,,,121,1.808057188987732,0.39619526267051697,2.0188536643981934,1.093379020690918,0.0,1.3446400165557861,0.03492262214422226,0.9425675868988037
0.0001,0.001,9028,,,,,,,,,,,
,,9101,0.05861227959394455,0.9271523356437683,122,,,,,,,,
,,9101,,,122,1.8091832399368286,0.3877430856227875,2.0129895210266113,1.1245982646942139,0.0,1.345058560371399,0.027597349137067795,0.9729729890823364
0.0001,0.001,9102,,,,,,,,,,,
,,9175,0.059976693242788315,0.9271523356437683,123,,,,,,,,
,,9175,,,123,1.8132649660110474,0.38448554277420044,2.017293691635132,1.1320617198944092,0.0,1.346575140953064,0.05113760381937027,0.9459459185600281
0.0001,0.001,9176,,,,,,,,,,,
,,9249,0.05000884458422661,0.9536423683166504,124,,,,,,,,
,,9249,,,124,1.8045445680618286,0.38826191425323486,2.0135061740875244,1.123490571975708,0.0,1.3433327674865723,0.022960469126701355,0.9695945978164673
0.0001,0.001,9250,,,,,,,,,,,
,,9323,0.04933970049023628,0.940397322177887,125,,,,,,,,
,,9323,,,125,1.807337760925293,0.38848522305488586,2.0188896656036377,1.1171679496765137,0.0,1.3443714380264282,0.02545696124434471,0.962837815284729
0.0001,0.001,9324,,,,,,,,,,,
,,9397,0.06679445505142212,0.9072847962379456,126,,,,,,,,
,,9397,,,126,1.783892035484314,0.39762118458747864,2.0034546852111816,1.09256911277771,0.0,1.3356211185455322,0.045139655470848083,0.9324324131011963
0.0001,0.001,9398,,,,,,,,,,,
,,9471,0.0571628138422966,0.940397322177887,127,,,,,,,,
,,9471,,,127,1.7761781215667725,0.40224698185920715,2.0020148754119873,1.0758213996887207,0.0,1.3327330350875854,0.03486136347055435,0.9391891956329346
0.0001,0.001,9472,,,,,,,,,,,
,,9545,0.05698828026652336,0.940397322177887,128,,,,,,,,
,,9545,,,128,1.7833435535430908,0.39994749426841736,2.011660099029541,1.0748602151870728,0.0,1.3354181051254272,0.030792271718382835,0.9594594836235046
0.0001,0.001,9546,,,,,,,,,,,
,,9619,0.051214784383773804,0.9337748289108276,129,,,,,,,,
,,9619,,,129,1.7735579013824463,0.405422180891037,2.0114200115203857,1.0518088340759277,0.0,1.3317495584487915,0.03485465794801712,0.9527027010917664
0.0001,0.001,9620,,,,,,,,,,,
,,9693,0.0505313016474247,0.940397322177887,130,,,,,,,,
,,9693,,,130,1.767207145690918,0.40870922803878784,2.0120949745178223,1.0406806468963623,0.0,1.329361915588379,0.03630507364869118,0.9493243098258972
0.0001,0.001,9694,,,,,,,,,,,
,,9767,0.04969431832432747,0.9337748289108276,131,,,,,,,,
,,9767,,,131,1.760040283203125,0.40804898738861084,2.003397226333618,1.0570604801177979,0.0,1.3266645669937134,0.03398215398192406,0.9391891956329346
0.0001,0.001,9768,,,,,,,,,,,
,,9841,0.04903538152575493,0.9337748289108276,132,,,,,,,,
,,9841,,,132,1.7691456079483032,0.4038486182689667,2.009833574295044,1.0634129047393799,0.0,1.330092191696167,0.036320365965366364,0.9459459185600281
0.0001,0.001,9842,,,,,,,,,,,
,,9915,0.05276619642972946,0.9271523356437683,133,,,,,,,,
,,9915,,,133,1.7665481567382812,0.3995577394962311,2.0003764629364014,1.0896692276000977,0.0,1.3291141986846924,0.027008933946490288,0.9594594836235046
0.0001,0.001,9916,,,,,,,,,,,
,,9989,0.06371695548295975,0.9072847962379456,134,,,,,,,,
,,9989,,,134,1.7789583206176758,0.39148852229118347,2.0069150924682617,1.118638515472412,0.0,1.3337756395339966,0.042292140424251556,0.9358108043670654
0.0001,0.001,9990,,,,,,,,,,,
,,10063,0.0529945082962513,0.940397322177887,135,,,,,,,,
,,10063,,,135,1.7716689109802246,0.39085158705711365,1.998883843421936,1.1236132383346558,0.0,1.331040382385254,0.04272250086069107,0.9290540814399719
0.0001,0.001,10064,,,,,,,,,,,
,,10137,0.05006285011768341,0.9470198750495911,136,,,,,,,,
,,10137,,,136,1.7743542194366455,0.39318981766700745,2.006657361984253,1.1090118885040283,0.0,1.332046389579773,0.04240971803665161,0.9425675868988037
0.0001,0.001,10138,,,,,,,,,,,
,,10211,0.05146436020731926,0.9337748289108276,137,,,,,,,,
,,10211,,,137,1.755479335784912,0.4044376611709595,2.000410795211792,1.0767892599105835,0.0,1.324944019317627,0.03335323929786682,0.9493243098258972
0.0001,0.001,10212,,,,,,,,,,,
,,10285,0.05032707750797272,0.9470198750495911,138,,,,,,,,
,,10285,,,138,1.74192476272583,0.40986698865890503,1.9943643808364868,1.0556989908218384,0.0,1.3198201656341553,0.040022626519203186,0.9358108043670654
0.0001,0.001,10286,,,,,,,,,,,
,,10359,0.04703721031546593,0.9470198750495911,139,,,,,,,,
,,10359,,,139,1.7390124797821045,0.40751805901527405,1.9922101497650146,1.0653283596038818,0.0,1.318716049194336,0.0290546715259552,0.9560810923576355
0.0001,0.001,10360,,,,,,,,,,,
,,10433,0.047801673412323,0.9536423683166504,140,,,,,,,,
,,10433,,,140,1.7425062656402588,0.40245866775512695,1.992854356765747,1.0778155326843262,0.0,1.3200390338897705,0.03702858090400696,0.9493243098258972
0.0001,0.001,10434,,,,,,,,,,,
,,10507,0.05476635694503784,0.9536423683166504,141,,,,,,,,
,,10507,,,141,1.7500660419464111,0.3927752375602722,1.9898974895477295,1.112728238105774,0.0,1.3229001760482788,0.0503188855946064,0.9324324131011963
0.0001,0.001,10508,,,,,,,,,,,
,,10581,0.05877583846449852,0.9271523356437683,142,,,,,,,,
,,10581,,,142,1.7514687776565552,0.3844876289367676,1.9823540449142456,1.1421505212783813,0.0,1.3234302997589111,0.03235995024442673,0.9560810923576355
0.0001,0.001,10582,,,,,,,,,,,
,,10655,0.060537245124578476,0.9470198750495911,143,,,,,,,,
,,10655,,,143,1.747027039527893,0.38922104239463806,1.9852393865585327,1.123191237449646,0.0,1.3217506408691406,0.028958532959222794,0.9662162065505981
0.0001,0.001,10656,,,,,,,,,,,
,,10729,0.04828666150569916,0.940397322177887,144,,,,,,,,
,,10729,,,144,1.7396423816680908,0.39475271105766296,1.9854761362075806,1.104121208190918,0.0,1.3189550638198853,0.026314618065953255,0.9662162065505981
0.0001,0.001,10730,,,,,,,,,,,
,,10803,0.053639985620975494,0.9470198750495911,145,,,,,,,,
,,10803,,,145,1.7438760995864868,0.3961762487888336,1.9952858686447144,1.0908244848251343,0.0,1.3205585479736328,0.03355346992611885,0.9560810923576355
0.0001,0.001,10804,,,,,,,,,,,
,,10877,0.05899689346551895,0.940397322177887,146,,,,,,,,
,,10877,,,146,1.7631442546844482,0.3962078094482422,2.0218558311462402,1.067596673965454,0.0,1.3278295993804932,0.041025079786777496,0.9324324131011963
0.0001,0.001,10878,,,,,,,,,,,
,,10951,0.05040472000837326,0.9470198750495911,147,,,,,,,,
,,10951,,,147,1.7723015546798706,0.39765670895576477,2.0387978553771973,1.0422602891921997,0.0,1.3312783241271973,0.032981470227241516,0.9527027010917664
0.0001,0.001,10952,,,,,,,,,,,
,,11025,0.04934803768992424,0.9337748289108276,148,,,,,,,,
,,11025,,,148,1.7785160541534424,0.3931002616882324,2.0431435108184814,1.0500434637069702,0.0,1.3336095809936523,0.03819577768445015,0.9527027010917664
0.0001,0.001,11026,,,,,,,,,,,
,,11099,0.052537545561790466,0.9470198750495911,149,,,,,,,,
,,11099,,,149,1.768549919128418,0.3937312066555023,2.034282684326172,1.0497400760650635,0.0,1.3298649787902832,0.0369679294526577,0.9527027010917664
0.0001,0.001,11100,,,,,,,,,,,
,,11173,0.05067117139697075,0.9536423683166504,150,,,,,,,,
,,11173,,,150,1.762032151222229,0.38880616426467896,2.0198261737823486,1.0766443014144897,0.0,1.3274157047271729,0.026223892346024513,0.9695945978164673
0.0001,0.001,11174,,,,,,,,,,,
,,11247,0.05512557923793793,0.9337748289108276,151,,,,,,,,
,,11247,,,151,1.7842565774917603,0.37152570486068726,2.0242323875427246,1.1364810466766357,0.0,1.3357547521591187,0.04547424614429474,0.9425675868988037
0.0001,0.001,11248,,,,,,,,,,,
,,11321,0.050379592925310135,0.940397322177887,152,,,,,,,,
,,11321,,,152,1.7779086828231812,0.3761162757873535,2.022944927215576,1.1268872022628784,0.0,1.3333826065063477,0.021963289007544518,0.9797297120094299
0.0001,0.001,11322,,,,,,,,,,,
,,11395,0.06274306029081345,0.9139072895050049,153,,,,,,,,
,,11395,,,153,1.7673436403274536,0.3808932900428772,2.0191051959991455,1.1116031408309937,0.0,1.3294143676757812,0.0508602038025856,0.9256756901741028
0.0001,0.001,11396,,,,,,,,,,,
,,11469,0.05235779285430908,0.9271523356437683,154,,,,,,,,
,,11469,,,154,1.7849570512771606,0.37364813685417175,2.033857822418213,1.1304326057434082,0.0,1.336022138595581,0.06539495289325714,0.9155405163764954
0.0001,0.001,11470,,,,,,,,,,,
,,11543,0.05805898457765579,0.9470198750495911,155,,,,,,,,
,,11543,,,155,1.7806774377822876,0.37395623326301575,2.0308096408843994,1.1341608762741089,0.0,1.3344188928604126,0.024094264954328537,0.9864864945411682
0.0001,0.001,11544,,,,,,,,,,,
,,11617,0.06006823852658272,0.940397322177887,156,,,,,,,,
,,11617,,,156,1.766029953956604,0.3813632130622864,2.0258383750915527,1.1102993488311768,0.0,1.3289192914962769,0.0378909707069397,0.9391891956329346
0.0001,0.001,11618,,,,,,,,,,,
,,11691,0.0532095767557621,0.940397322177887,157,,,,,,,,
,,11691,,,157,1.776913046836853,0.3757989704608917,2.0338311195373535,1.126900315284729,0.0,1.3330062627792358,0.035662733018398285,0.9493243098258972
0.0001,0.001,11692,,,,,,,,,,,
,,11765,0.05613718554377556,0.9271523356437683,158,,,,,,,,
,,11765,,,158,1.781545877456665,0.37484443187713623,2.0411620140075684,1.1236178874969482,0.0,1.3347455263137817,0.05837104842066765,0.9290540814399719
0.0001,0.001,11766,,,,,,,,,,,
,,11839,0.0503263995051384,0.9470198750495911,159,,,,,,,,
,,11839,,,159,1.7723126411437988,0.38991841673851013,2.0523312091827393,1.0738232135772705,0.0,1.3312811851501465,0.0427391454577446,0.9459459185600281
0.0001,0.001,11840,,,,,,,,,,,
,,11913,0.05300067737698555,0.9271523356437683,160,,,,,,,,
,,11913,,,160,1.7726279497146606,0.38554707169532776,2.045898914337158,1.0902717113494873,0.0,1.3313994407653809,0.030511002987623215,0.9493243098258972
0.0001,0.001,11914,,,,,,,,,,,
,,11987,0.055460549890995026,0.9337748289108276,161,,,,,,,,
,,11987,,,161,1.7626292705535889,0.392205148935318,2.0451600551605225,1.0675052404403687,0.0,1.327640175819397,0.03037797100841999,0.9594594836235046
0.0001,0.001,11988,,,,,,,,,,,
,,12061,0.06092524901032448,0.9271523356437683,162,,,,,,,,
,,12061,,,162,1.7647329568862915,0.39432021975517273,2.052037000656128,1.0557259321212769,0.0,1.3284318447113037,0.03307992219924927,0.9527027010917664
0.0001,0.001,12062,,,,,,,,,,,
,,12135,0.0756440982222557,0.9072847962379456,163,,,,,,,,
,,12135,,,163,1.7676323652267456,0.38790255784988403,2.046522378921509,1.0842297077178955,0.0,1.329522728919983,0.041436854749917984,0.9459459185600281
0.0001,0.001,12136,,,,,,,,,,,
,,12209,0.055228278040885925,0.9337748289108276,164,,,,,,,,
,,12209,,,164,1.7569973468780518,0.3858443796634674,2.032756805419922,1.0997611284255981,0.0,1.3255138397216797,0.033626530319452286,0.9493243098258972
0.0001,0.001,12210,,,,,,,,,,,
,,12283,0.0534866601228714,0.9536423683166504,165,,,,,,,,
,,12283,,,165,1.7413227558135986,0.39776769280433655,2.0331153869628906,1.0579912662506104,0.0,1.319589614868164,0.031132614240050316,0.9594594836235046
0.0001,0.001,12284,,,,,,,,,,,
,,12357,0.05275137349963188,0.9271523356437683,166,,,,,,,,
,,12357,,,166,1.7375705242156982,0.39569443464279175,2.027421474456787,1.0713824033737183,0.0,1.318169355392456,0.033820658922195435,0.9594594836235046
0.0001,0.001,12358,,,,,,,,,,,
,,12431,0.053557951003313065,0.9271523356437683,167,,,,,,,,
,,12431,,,167,1.739449381828308,0.39530879259109497,2.0330681800842285,1.061190128326416,0.0,1.3188823461532593,0.02357393316924572,0.9662162065505981
0.0001,0.001,12432,,,,,,,,,,,
,,12505,0.04834498465061188,0.9470198750495911,168,,,,,,,,
,,12505,,,168,1.7343213558197021,0.39360877871513367,2.025859832763672,1.0727547407150269,0.0,1.3169353008270264,0.03421485051512718,0.9493243098258972
0.0001,0.001,12506,,,,,,,,,,,
,,12579,0.05762600898742676,0.9205297827720642,169,,,,,,,,
,,12579,,,169,1.7396949529647827,0.3902558386325836,2.029731035232544,1.0829203128814697,0.0,1.3189747333526611,0.027136238291859627,0.9527027010917664
0.0001,0.001,12580,,,,,,,,,,,
,,12653,0.04950504004955292,0.940397322177887,170,,,,,,,,
,,12653,,,170,1.7325007915496826,0.3950202763080597,2.0325827598571777,1.0646424293518066,0.0,1.3162442445755005,0.020359057933092117,0.9695945978164673
0.0001,0.001,12654,,,,,,,,,,,
,,12727,0.0629311129450798,0.9205297827720642,171,,,,,,,,
,,12727,,,171,1.7201786041259766,0.4035751521587372,2.0353682041168213,1.0284503698349,0.0,1.3115551471710205,0.013937817886471748,0.9864864945411682
0.0001,0.001,12728,,,,,,,,,,,
,,12801,0.06292198598384857,0.9139072895050049,172,,,,,,,,
,,12801,,,172,1.7180836200714111,0.4033146798610687,2.0357847213745117,1.0254871845245361,0.0,1.3107566833496094,0.024830298498272896,0.9729729890823364
0.0001,0.001,12802,,,,,,,,,,,
,,12875,0.0497385635972023,0.9470198750495911,173,,,,,,,,
,,12875,,,173,1.722500205039978,0.40106040239334106,2.039980888366699,1.0280205011367798,0.0,1.3124401569366455,0.019144928082823753,0.962837815284729
0.0001,0.001,12876,,,,,,,,,,,
,,12949,0.04979276657104492,0.940397322177887,174,,,,,,,,
,,12949,,,174,1.7327532768249512,0.3939349353313446,2.041395664215088,1.049670934677124,0.0,1.3163409233093262,0.01601630263030529,0.9797297120094299
0.0001,0.001,12950,,,,,,,,,,,
,,13023,0.06020926684141159,0.9205297827720642,175,,,,,,,,
,,13023,,,175,1.736967921257019,0.3915412127971649,2.045487642288208,1.053269863128662,0.0,1.3179404735565186,0.020238030701875687,0.9662162065505981
0.0001,0.001,13024,,,,,,,,,,,
,,13097,0.05051170662045479,0.9337748289108276,176,,,,,,,,
,,13097,,,176,1.7375401258468628,0.3859587609767914,2.038163900375366,1.0798745155334473,0.0,1.3181577920913696,0.03176313266158104,0.9594594836235046
0.0001,0.001,13098,,,,,,,,,,,
,,13171,0.050280749797821045,0.940397322177887,177,,,,,,,,
,,13171,,,177,1.7266038656234741,0.3872758150100708,2.02750563621521,1.0815074443817139,0.0,1.3140020370483398,0.03133438900113106,0.9560810923576355
0.0001,0.001,13172,,,,,,,,,,,
,,13245,0.054159656167030334,0.940397322177887,178,,,,,,,,
,,13245,,,178,1.713889718055725,0.3910067677497864,2.0207817554473877,1.070069670677185,0.0,1.309156060218811,0.023009097203612328,0.9662162065505981
0.0001,0.001,13246,,,,,,,,,,,
,,13319,0.05373683199286461,0.9470198750495911,179,,,,,,,,
,,13319,,,179,1.7133311033248901,0.39199623465538025,2.027111530303955,1.0590898990631104,0.0,1.30894136428833,0.027089225128293037,0.9662162065505981
0.0001,0.001,13320,,,,,,,,,,,
,,13393,0.05235550180077553,0.9536423683166504,180,,,,,,,,
,,13393,,,180,1.7026680707931519,0.3951057493686676,2.024076223373413,1.0416972637176514,0.0,1.3048632144927979,0.021068179979920387,0.9695945978164673
0.0001,0.001,13394,,,,,,,,,,,
,,13467,0.054940514266490936,0.9470198750495911,181,,,,,,,,
,,13467,,,181,1.7149689197540283,0.3903482258319855,2.033367872238159,1.0501881837844849,0.0,1.3095639944076538,0.03923603147268295,0.9459459185600281
0.0001,0.001,13468,,,,,,,,,,,
,,13541,0.04977944865822792,0.9271523356437683,182,,,,,,,,
,,13541,,,182,1.7350927591323853,0.38762855529785156,2.0552022457122803,1.0381823778152466,0.0,1.317229151725769,0.02407599426805973,0.9695945978164673
0.0001,0.001,13542,,,,,,,,,,,
,,13615,0.058681342750787735,0.9205297827720642,183,,,,,,,,
,,13615,,,183,1.7340877056121826,0.3869553506374359,2.055814743041992,1.038378357887268,0.0,1.3168472051620483,0.027527187019586563,0.9527027010917664
0.0001,0.001,13616,,,,,,,,,,,
,,13689,0.047026216983795166,0.940397322177887,184,,,,,,,,
,,13689,,,184,1.7481497526168823,0.3776335120201111,2.0605430603027344,1.0647988319396973,0.0,1.3221752643585205,0.049449652433395386,0.9324324131011963
0.0001,0.001,13690,,,,,,,,,,,
,,13763,0.05074018985033035,0.9337748289108276,185,,,,,,,,
,,13763,,,185,1.7562885284423828,0.3653948903083801,2.0517001152038574,1.1075975894927979,0.0,1.3252501487731934,0.019714079797267914,0.9797297120094299
0.0001,0.001,13764,,,,,,,,,,,
,,13837,0.05208570882678032,0.9337748289108276,186,,,,,,,,
,,13837,,,186,1.758881688117981,0.35802775621414185,2.0486972332000732,1.128824234008789,0.0,1.3262279033660889,0.029988687485456467,0.9763513803482056
0.0001,0.001,13838,,,,,,,,,,,
,,13911,0.05227873474359512,0.9271523356437683,187,,,,,,,,
,,13911,,,187,1.761252999305725,0.35974472761154175,2.0568313598632812,1.1208996772766113,0.0,1.3271205425262451,0.052958644926548004,0.9358108043670654
0.0001,0.001,13912,,,,,,,,,,,
,,13985,0.05021604895591736,0.940397322177887,188,,,,,,,,
,,13985,,,188,1.7547050714492798,0.358018696308136,2.0505077838897705,1.1292670965194702,0.0,1.3246492147445679,0.027589237317442894,0.9695945978164673
0.0001,0.001,13986,,,,,,,,,,,
,,14059,0.04800637811422348,0.9470198750495911,189,,,,,,,,
,,14059,,,189,1.7340275049209595,0.37055322527885437,2.0456340312957764,1.092044711112976,0.0,1.3168249130249023,0.011615373194217682,0.9932432174682617
0.0001,0.001,14060,,,,,,,,,,,
,,14133,0.05758298188447952,0.9205297827720642,190,,,,,,,,
,,14133,,,190,1.7410300970077515,0.3662698566913605,2.0505013465881348,1.102048635482788,0.0,1.319480061531067,0.01715017482638359,0.9729729890823364
0.0001,0.001,14134,,,,,,,,,,,
,,14207,0.04760879650712013,0.9470198750495911,191,,,,,,,,
,,14207,,,191,1.7497737407684326,0.36763495206832886,2.065382957458496,1.0900760889053345,0.0,1.3227895498275757,0.027207886800169945,0.962837815284729
0.0001,0.001,14208,,,,,,,,,,,
,,14281,0.04953175410628319,0.940397322177887,192,,,,,,,,
,,14281,,,192,1.7289005517959595,0.37671980261802673,2.0592401027679443,1.0600378513336182,0.0,1.314874529838562,0.05087527632713318,0.9155405163764954
0.0001,0.001,14282,,,,,,,,,,,
,,14355,0.06750110536813736,0.9139072895050049,193,,,,,,,,
,,14355,,,193,1.734876275062561,0.3683643937110901,2.055300235748291,1.0849201679229736,0.0,1.3171446323394775,0.030104858800768852,0.9662162065505981
0.0001,0.001,14356,,,,,,,,,,,
,,14429,0.05668144300580025,0.940397322177887,194,,,,,,,,
,,14429,,,194,1.7457178831100464,0.3564983606338501,2.0525989532470703,1.118647813796997,0.0,1.321256160736084,0.0152444401755929,0.9831081032752991
0.0001,0.001,14430,,,,,,,,,,,
,,14503,0.05429535731673241,0.9072847962379456,195,,,,,,,,
,,14503,,,195,1.7431774139404297,0.35103198885917664,2.0459022521972656,1.1353305578231812,0.0,1.3202941417694092,0.03205660730600357,0.9493243098258972
0.0001,0.001,14504,,,,,,,,,,,
,,14577,0.052439551800489426,0.9271523356437683,196,,,,,,,,
,,14577,,,196,1.720184326171875,0.358004629611969,2.0360536575317383,1.1156466007232666,0.0,1.311551570892334,0.0511457659304142,0.9222972989082336
0.0001,0.001,14578,,,,,,,,,,,
,,14651,0.05179213732481003,0.9072847962379456,197,,,,,,,,
,,14651,,,197,1.7176581621170044,0.36154013872146606,2.0389015674591064,1.1025867462158203,0.0,1.3105939626693726,0.04128268361091614,0.9425675868988037
0.0001,0.001,14652,,,,,,,,,,,
,,14725,0.05320913344621658,0.9271523356437683,198,,,,,,,,
,,14725,,,198,1.7147176265716553,0.3681976795196533,2.0499305725097656,1.0740501880645752,0.0,1.3094717264175415,0.01664469763636589,0.9763513803482056
0.0001,0.001,14726,,,,,,,,,,,
,,14799,0.05934616178274155,0.9205297827720642,199,,,,,,,,
,,14799,,,199,1.7008544206619263,0.3709854781627655,2.0387470722198486,1.0719815492630005,0.0,1.3041678667068481,0.026539871469140053,0.9763513803482056
0.0001,0.001,0,,,,,,,,,,,
,,73,0.1462031900882721,0.7382550239562988,0,,,,,,,,
,,73,,,0,2.218557834625244,0.5818358659744263,1.4614241123199463,1.0101995468139648,0.0,1.4894778728485107,0.1980462521314621,0.6114864945411682
0.0001,0.001,74,,,,,,,,,,,
,,147,0.12855979800224304,0.7986577153205872,1,,,,,,,,
,,147,,,1,2.2548487186431885,0.5559415817260742,1.4693387746810913,0.9734953045845032,0.0,1.5016112327575684,0.14681674540042877,0.7162162065505981
0.0001,0.001,148,,,,,,,,,,,
,,221,0.1283821016550064,0.818791925907135,2,,,,,,,,
,,221,,,2,2.263828754425049,0.5523784756660461,1.451979398727417,0.9507772922515869,0.0,1.504602313041687,0.11261103302240372,0.7837837934494019
0.0001,0.001,222,,,,,,,,,,,
,,295,0.10874072462320328,0.8053691387176514,3,,,,,,,,
,,295,,,3,2.2680721282958984,0.5466377139091492,1.4411861896514893,0.9317077398300171,0.0,1.5060112476348877,0.10255506634712219,0.8243243098258972
0.0001,0.001,296,,,,,,,,,,,
,,369,0.10475310683250427,0.8456375598907471,4,,,,,,,,
,,369,,,4,2.2614688873291016,0.5528438687324524,1.438839316368103,0.9409691095352173,0.0,1.50381600856781,0.08295352756977081,0.8513513803482056
0.0001,0.001,370,,,,,,,,,,,
,,443,0.1017393171787262,0.8590604066848755,5,,,,,,,,
,,443,,,5,2.2530860900878906,0.5566583871841431,1.4330872297286987,0.9438126087188721,0.0,1.5010275840759277,0.07286904752254486,0.8851351141929626
0.0001,0.001,444,,,,,,,,,,,
,,517,0.11288446933031082,0.7986577153205872,6,,,,,,,,
,,517,,,6,2.2547662258148193,0.551797091960907,1.4457827806472778,0.9483704566955566,0.0,1.501586675643921,0.07952499389648438,0.8614864945411682
0.0001,0.001,518,,,,,,,,,,,
,,591,0.11658652126789093,0.7986577153205872,7,,,,,,,,
,,591,,,7,2.2664780616760254,0.5412576794624329,1.4662058353424072,0.9461873769760132,0.0,1.5054823160171509,0.06342514604330063,0.8851351141929626
0.0001,0.001,592,,,,,,,,,,,
,,665,0.10354093462228775,0.8389261960983276,8,,,,,,,,
,,665,,,8,2.2778313159942627,0.5318911671638489,1.4771584272384644,0.9350817799568176,0.0,1.5092482566833496,0.06934738159179688,0.8716216087341309
0.0001,0.001,666,,,,,,,,,,,
,,739,0.10484293848276138,0.8255033493041992,9,,,,,,,,
,,739,,,9,2.2808313369750977,0.5320336818695068,1.4705203771591187,0.9239693880081177,0.0,1.5102416276931763,0.05700964480638504,0.9054054021835327
0.0001,0.001,740,,,,,,,,,,,
,,813,0.10861776024103165,0.8053691387176514,10,,,,,,,,
,,813,,,10,2.285088300704956,0.530798077583313,1.4547768831253052,0.905648410320282,0.0,1.51164972782135,0.06380284577608109,0.9020270109176636
0.0001,0.001,814,,,,,,,,,,,
